player_name,date_str,year,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,dribbling,short_passing,ball_control,stamina
Aaron Galindo,2016-04-21,2016,69.0,69.0,right,medium,medium,56.0,65.0,62.0,49.0
Aaron Galindo,2015-10-16,2015,69.0,69.0,right,medium,medium,56.0,65.0,62.0,49.0
Aaron Galindo,2015-10-02,2015,69.0,69.0,right,medium,medium,56.0,65.0,62.0,49.0
Aaron Galindo,2015-09-21,2015,69.0,69.0,right,medium,medium,56.0,65.0,62.0,49.0
Aaron Galindo,2015-07-03,2015,67.0,67.0,right,medium,medium,55.0,64.0,61.0,59.0
Aaron Galindo,2015-06-12,2015,67.0,67.0,right,medium,medium,55.0,64.0,61.0,59.0
Aaron Galindo,2015-01-16,2015,67.0,67.0,right,medium,medium,55.0,64.0,61.0,59.0
Aaron Galindo,2014-11-14,2014,67.0,67.0,right,medium,medium,55.0,64.0,61.0,59.0
Aaron Galindo,2014-09-18,2014,67.0,67.0,right,medium,medium,55.0,64.0,61.0,59.0
Aaron Galindo,2014-06-06,2014,67.0,67.0,right,medium,medium,56.0,65.0,62.0,39.0
Aaron Galindo,2014-04-11,2014,67.0,67.0,right,medium,medium,56.0,65.0,62.0,39.0
Aaron Galindo,2013-09-20,2013,67.0,67.0,right,medium,medium,56.0,65.0,62.0,39.0
Aaron Galindo,2013-05-10,2013,68.0,68.0,right,medium,medium,56.0,65.0,62.0,48.0
Aaron Galindo,2013-02-15,2013,68.0,70.0,right,medium,medium,56.0,65.0,62.0,48.0
Aaron Galindo,2012-08-31,2012,70.0,70.0,right,medium,medium,56.0,65.0,62.0,48.0
Aaron Galindo,2012-02-22,2012,69.0,70.0,right,medium,medium,56.0,65.0,62.0,49.0
Aaron Galindo,2011-08-30,2011,69.0,70.0,right,medium,high,56.0,65.0,62.0,49.0
Aaron Galindo,2010-02-22,2010,69.0,70.0,right,medium,high,56.0,65.0,62.0,49.0
Aaron Galindo,2009-08-30,2009,74.0,78.0,right,medium,high,59.0,71.0,70.0,72.0
Aaron Galindo,2009-02-22,2009,75.0,82.0,right,medium,high,60.0,72.0,71.0,77.0
Aaron Galindo,2008-08-30,2008,73.0,82.0,right,medium,high,52.0,60.0,69.0,77.0
Aaron Galindo,2007-08-30,2007,71.0,78.0,right,medium,high,52.0,60.0,66.0,75.0
Aaron Galindo,2007-02-22,2007,71.0,78.0,right,medium,high,52.0,60.0,66.0,75.0
Aaron Hughes,2015-12-24,2015,70.0,70.0,right,medium,medium,47.0,65.0,58.0,60.0
Aaron Hughes,2015-09-21,2015,70.0,70.0,right,medium,medium,47.0,65.0,58.0,60.0
Aaron Hughes,2015-05-08,2015,69.0,69.0,right,medium,medium,46.0,64.0,57.0,60.0
Aaron Hughes,2015-04-10,2015,69.0,69.0,right,medium,medium,46.0,64.0,57.0,60.0
Aaron Hughes,2015-03-20,2015,70.0,70.0,right,medium,medium,46.0,64.0,57.0,60.0
Aaron Hughes,2014-09-18,2014,72.0,72.0,right,medium,medium,46.0,64.0,57.0,62.0
Aaron Hughes,2014-01-31,2014,72.0,72.0,right,medium,medium,46.0,64.0,57.0,62.0
Aaron Hughes,2014-01-17,2014,72.0,72.0,right,medium,medium,46.0,64.0,57.0,62.0
Aaron Hughes,2013-09-20,2013,73.0,73.0,right,medium,medium,46.0,67.0,57.0,62.0
Aaron Hughes,2013-05-10,2013,73.0,73.0,right,medium,medium,46.0,67.0,57.0,62.0
Aaron Hughes,2013-04-26,2013,74.0,74.0,right,medium,medium,48.0,71.0,59.0,62.0
Aaron Hughes,2013-03-22,2013,74.0,74.0,right,medium,medium,48.0,71.0,59.0,62.0
Aaron Hughes,2013-03-08,2013,74.0,74.0,right,medium,medium,48.0,71.0,59.0,62.0
Aaron Hughes,2013-02-15,2013,74.0,74.0,right,medium,medium,48.0,71.0,59.0,62.0
Aaron Hughes,2012-08-31,2012,74.0,74.0,right,medium,medium,53.0,66.0,62.0,62.0
Aaron Hughes,2012-02-22,2012,75.0,75.0,right,medium,medium,53.0,66.0,62.0,62.0
Aaron Hughes,2011-08-30,2011,76.0,76.0,right,medium,medium,53.0,66.0,63.0,62.0
Aaron Hughes,2011-02-22,2011,75.0,81.0,right,medium,medium,51.0,66.0,62.0,73.0
Aaron Hughes,2010-08-30,2010,76.0,81.0,right,medium,medium,53.0,66.0,63.0,77.0
Aaron Hughes,2010-02-22,2010,78.0,81.0,right,medium,medium,53.0,66.0,66.0,78.0
Aaron Hughes,2009-08-30,2009,78.0,81.0,right,medium,medium,53.0,66.0,66.0,78.0
Aaron Hughes,2009-02-22,2009,75.0,81.0,right,medium,medium,53.0,63.0,66.0,78.0
Aaron Hughes,2008-08-30,2008,72.0,78.0,right,medium,medium,63.0,54.0,62.0,78.0
Aaron Hughes,2007-08-30,2007,71.0,78.0,right,medium,medium,63.0,54.0,62.0,78.0
Aaron Hughes,2007-02-22,2007,75.0,75.0,right,medium,medium,63.0,54.0,62.0,78.0
Aaron Hunt,2016-04-28,2016,77.0,77.0,left,medium,medium,78.0,79.0,79.0,75.0
Aaron Hunt,2016-02-25,2016,77.0,77.0,left,medium,medium,78.0,79.0,79.0,75.0
Aaron Hunt,2015-09-25,2015,77.0,77.0,left,medium,medium,78.0,79.0,79.0,75.0
Aaron Hunt,2015-09-21,2015,77.0,77.0,left,medium,medium,78.0,79.0,79.0,75.0
Aaron Hunt,2015-09-04,2015,77.0,77.0,left,medium,medium,78.0,80.0,78.0,77.0
Aaron Hunt,2015-04-10,2015,77.0,78.0,left,medium,medium,78.0,80.0,78.0,77.0
Aaron Hunt,2015-01-16,2015,78.0,78.0,left,medium,medium,78.0,80.0,78.0,77.0
Aaron Hunt,2014-09-18,2014,78.0,78.0,left,medium,medium,78.0,80.0,78.0,77.0
Aaron Hunt,2014-04-18,2014,78.0,80.0,left,medium,medium,78.0,80.0,78.0,79.0
Aaron Hunt,2014-02-28,2014,79.0,81.0,left,medium,medium,80.0,80.0,78.0,79.0
Aaron Hunt,2014-02-14,2014,79.0,81.0,left,medium,medium,80.0,80.0,78.0,79.0
Aaron Hunt,2013-10-18,2013,79.0,81.0,left,medium,medium,80.0,80.0,78.0,79.0
Aaron Hunt,2013-09-20,2013,79.0,81.0,left,medium,medium,80.0,80.0,78.0,79.0
Aaron Hunt,2013-05-10,2013,79.0,81.0,left,medium,medium,79.0,80.0,78.0,79.0
Aaron Hunt,2013-04-19,2013,79.0,81.0,left,medium,medium,79.0,80.0,78.0,79.0
Aaron Hunt,2013-03-22,2013,79.0,81.0,left,medium,medium,79.0,80.0,78.0,78.0
Aaron Hunt,2013-02-15,2013,79.0,81.0,left,medium,medium,79.0,80.0,78.0,78.0
Aaron Hunt,2012-08-31,2012,75.0,78.0,left,medium,medium,79.0,75.0,76.0,68.0
Aaron Hunt,2012-02-22,2012,75.0,78.0,left,medium,medium,79.0,75.0,76.0,68.0
Aaron Hunt,2011-08-30,2011,75.0,78.0,left,medium,medium,79.0,75.0,75.0,72.0
Aaron Hunt,2011-02-22,2011,76.0,83.0,left,medium,medium,79.0,77.0,77.0,74.0
Aaron Hunt,2010-08-30,2010,78.0,83.0,left,medium,medium,81.0,79.0,79.0,74.0
Aaron Hunt,2010-02-22,2010,78.0,83.0,left,medium,medium,82.0,78.0,81.0,74.0
Aaron Hunt,2009-08-30,2009,75.0,82.0,left,medium,medium,80.0,76.0,79.0,69.0
Aaron Hunt,2008-08-30,2008,76.0,86.0,left,medium,medium,80.0,76.0,79.0,69.0
Aaron Hunt,2007-08-30,2007,77.0,86.0,left,medium,medium,74.0,76.0,79.0,69.0
Aaron Hunt,2007-02-22,2007,73.0,80.0,left,medium,medium,77.0,70.0,76.0,66.0
Aaron Kuhl,2016-04-21,2016,61.0,74.0,right,medium,high,54.0,64.0,63.0,68.0
Aaron Kuhl,2016-02-04,2016,61.0,75.0,right,medium,high,54.0,64.0,63.0,68.0
Aaron Kuhl,2015-12-17,2015,61.0,76.0,right,medium,high,54.0,64.0,63.0,68.0
Aaron Kuhl,2015-09-21,2015,61.0,76.0,right,medium,high,54.0,64.0,63.0,68.0
Aaron Kuhl,2014-10-02,2014,60.0,77.0,right,medium,high,53.0,63.0,62.0,68.0
Aaron Kuhl,2014-09-18,2014,60.0,77.0,right,medium,high,53.0,63.0,62.0,68.0
Aaron Kuhl,2007-02-22,2007,60.0,77.0,right,medium,high,53.0,63.0,62.0,68.0
Aaron Lennon,2015-10-16,2015,77.0,77.0,right,high,medium,84.0,76.0,81.0,75.0
Aaron Lennon,2015-09-21,2015,77.0,77.0,right,high,medium,84.0,76.0,81.0,75.0
Aaron Lennon,2015-09-04,2015,78.0,78.0,right,high,medium,83.0,77.0,80.0,75.0
Aaron Lennon,2015-06-05,2015,78.0,78.0,right,high,medium,83.0,77.0,80.0,75.0
Aaron Lennon,2015-02-06,2015,78.0,78.0,right,high,medium,83.0,77.0,80.0,75.0
Aaron Lennon,2015-01-09,2015,78.0,78.0,right,high,medium,83.0,77.0,80.0,75.0
Aaron Lennon,2014-09-18,2014,79.0,79.0,right,high,medium,83.0,79.0,80.0,75.0
Aaron Lennon,2014-03-21,2014,79.0,80.0,right,high,medium,83.0,79.0,82.0,75.0
Aaron Lennon,2014-02-28,2014,79.0,80.0,right,high,medium,83.0,79.0,82.0,75.0
Aaron Lennon,2014-02-07,2014,79.0,80.0,right,high,medium,83.0,79.0,82.0,75.0
Aaron Lennon,2013-11-01,2013,79.0,80.0,right,high,medium,83.0,79.0,82.0,75.0
Aaron Lennon,2013-09-20,2013,79.0,79.0,right,high,medium,83.0,79.0,82.0,75.0
Aaron Lennon,2013-05-24,2013,80.0,80.0,right,high,medium,83.0,79.0,84.0,85.0
Aaron Lennon,2013-03-15,2013,81.0,82.0,right,high,medium,83.0,79.0,84.0,85.0
Aaron Lennon,2013-02-15,2013,81.0,82.0,right,high,medium,83.0,79.0,84.0,84.0
Aaron Lennon,2012-08-31,2012,80.0,82.0,right,high,medium,82.0,77.0,84.0,84.0
Aaron Lennon,2012-02-22,2012,81.0,84.0,right,high,medium,82.0,77.0,88.0,86.0
Aaron Lennon,2011-08-30,2011,82.0,83.0,right,high,medium,85.0,77.0,88.0,86.0
Aaron Lennon,2011-02-22,2011,82.0,85.0,right,high,medium,90.0,77.0,88.0,86.0
Aaron Lennon,2010-08-30,2010,82.0,85.0,right,high,medium,90.0,77.0,88.0,86.0
Aaron Lennon,2010-02-22,2010,84.0,87.0,right,high,medium,90.0,77.0,88.0,87.0
Aaron Lennon,2009-08-30,2009,79.0,87.0,right,high,medium,88.0,67.0,81.0,84.0
Aaron Lennon,2009-02-22,2009,79.0,87.0,right,high,medium,88.0,67.0,81.0,84.0
Aaron Lennon,2008-08-30,2008,80.0,87.0,right,high,medium,93.0,70.0,81.0,84.0
Aaron Lennon,2007-08-30,2007,84.0,87.0,right,high,medium,94.0,77.0,80.0,86.0
Aaron Lennon,2007-02-22,2007,79.0,90.0,right,high,medium,86.0,69.0,83.0,84.0
Aaron Lennox,2016-02-25,2016,48.0,56.0,right,medium,medium,15.0,23.0,22.0,18.0
Aaron Lennox,2016-01-28,2016,48.0,57.0,right,medium,medium,15.0,23.0,22.0,18.0
Aaron Lennox,2014-12-27,2014,48.0,57.0,right,medium,medium,15.0,23.0,22.0,18.0
Aaron Lennox,2014-10-31,2014,48.0,57.0,right,medium,medium,15.0,23.0,22.0,18.0
Aaron Lennox,2014-10-10,2014,48.0,57.0,right,medium,medium,15.0,23.0,22.0,18.0
Aaron Lennox,2014-03-21,2014,48.0,57.0,right,medium,medium,15.0,23.0,22.0,18.0
Aaron Lennox,2007-02-22,2007,48.0,57.0,right,medium,medium,15.0,23.0,22.0,18.0
Aaron Meijers,2015-12-03,2015,69.0,69.0,left,medium,medium,70.0,70.0,74.0,78.0
Aaron Meijers,2015-11-26,2015,69.0,69.0,left,medium,medium,70.0,70.0,74.0,78.0
Aaron Meijers,2015-10-30,2015,69.0,69.0,left,medium,medium,70.0,70.0,74.0,78.0
Aaron Meijers,2015-09-21,2015,69.0,70.0,left,medium,medium,70.0,70.0,74.0,78.0
Aaron Meijers,2014-09-18,2014,67.0,68.0,left,medium,medium,69.0,69.0,73.0,78.0
Aaron Meijers,2014-04-18,2014,67.0,69.0,left,medium,medium,69.0,71.0,73.0,77.0
Aaron Meijers,2014-04-11,2014,67.0,69.0,left,medium,medium,69.0,71.0,73.0,77.0
Aaron Meijers,2014-01-03,2014,67.0,69.0,left,medium,medium,69.0,71.0,73.0,77.0
Aaron Meijers,2013-11-29,2013,67.0,69.0,left,medium,medium,69.0,71.0,73.0,80.0
Aaron Meijers,2013-09-20,2013,67.0,70.0,left,medium,medium,69.0,71.0,73.0,79.0
Aaron Meijers,2013-05-31,2013,67.0,71.0,left,medium,medium,71.0,71.0,73.0,79.0
Aaron Meijers,2013-05-24,2013,67.0,71.0,left,medium,medium,71.0,71.0,73.0,79.0
Aaron Meijers,2013-03-01,2013,68.0,71.0,left,high,medium,71.0,71.0,73.0,79.0
Aaron Meijers,2013-02-15,2013,67.0,71.0,left,high,medium,71.0,70.0,71.0,79.0
Aaron Meijers,2012-08-31,2012,68.0,72.0,right,medium,high,71.0,70.0,70.0,78.0
Aaron Meijers,2012-02-22,2012,67.0,71.0,right,medium,high,69.0,64.0,68.0,74.0
Aaron Meijers,2011-08-30,2011,64.0,67.0,right,medium,high,69.0,63.0,66.0,69.0
Aaron Meijers,2008-08-30,2008,64.0,67.0,right,medium,high,69.0,63.0,66.0,69.0
Aaron Meijers,2007-02-22,2007,64.0,67.0,right,medium,high,69.0,63.0,66.0,69.0
Aaron Mokoena,2012-02-22,2012,68.0,68.0,right,medium,high,64.0,73.0,64.0,67.0
Aaron Mokoena,2011-08-30,2011,70.0,70.0,right,medium,high,64.0,76.0,65.0,70.0
Aaron Mokoena,2011-02-22,2011,70.0,78.0,right,medium,high,64.0,76.0,65.0,70.0
Aaron Mokoena,2010-08-30,2010,74.0,78.0,right,medium,high,69.0,80.0,69.0,72.0
Aaron Mokoena,2009-08-30,2009,72.0,78.0,right,medium,high,69.0,84.0,70.0,73.0
Aaron Mokoena,2008-08-30,2008,72.0,78.0,right,medium,high,69.0,84.0,70.0,73.0
Aaron Mokoena,2007-08-30,2007,75.0,78.0,right,medium,high,69.0,84.0,70.0,73.0
Aaron Mokoena,2007-02-22,2007,72.0,80.0,right,medium,high,69.0,84.0,70.0,73.0
Aaron Mooy,2016-02-04,2016,75.0,78.0,right,medium,medium,73.0,79.0,73.0,83.0
Aaron Mooy,2016-01-21,2016,74.0,77.0,right,medium,medium,73.0,78.0,73.0,83.0
Aaron Mooy,2015-12-24,2015,73.0,76.0,right,medium,medium,73.0,77.0,73.0,83.0
Aaron Mooy,2015-12-17,2015,72.0,75.0,right,medium,medium,69.0,75.0,74.0,83.0
Aaron Mooy,2015-12-03,2015,72.0,75.0,right,medium,medium,69.0,75.0,74.0,83.0
Aaron Mooy,2015-11-06,2015,71.0,75.0,right,medium,medium,67.0,74.0,72.0,83.0
Aaron Mooy,2015-09-25,2015,71.0,76.0,right,medium,medium,67.0,74.0,72.0,83.0
Aaron Mooy,2015-09-21,2015,71.0,76.0,right,medium,medium,67.0,74.0,72.0,83.0
Aaron Mooy,2015-05-22,2015,68.0,73.0,right,medium,medium,66.0,72.0,71.0,79.0
Aaron Mooy,2015-05-15,2015,68.0,73.0,right,medium,medium,66.0,72.0,71.0,79.0
Aaron Mooy,2015-02-13,2015,66.0,72.0,right,medium,medium,66.0,70.0,70.0,79.0
Aaron Mooy,2015-01-30,2015,65.0,70.0,right,medium,medium,66.0,70.0,70.0,79.0
Aaron Mooy,2014-09-18,2014,65.0,70.0,right,medium,medium,66.0,69.0,70.0,79.0
Aaron Mooy,2014-09-19,2014,65.0,70.0,right,medium,medium,69.0,69.0,70.0,79.0
Aaron Mooy,2014-03-14,2014,65.0,77.0,right,medium,medium,69.0,69.0,70.0,79.0
Aaron Mooy,2014-02-07,2014,65.0,77.0,right,medium,medium,69.0,69.0,70.0,79.0
Aaron Mooy,2013-12-13,2013,65.0,77.0,right,medium,medium,69.0,69.0,70.0,79.0
Aaron Mooy,2013-11-22,2013,65.0,77.0,right,medium,medium,69.0,69.0,70.0,79.0
Aaron Mooy,2013-05-24,2013,65.0,73.0,right,medium,medium,69.0,69.0,70.0,79.0
Aaron Mooy,2013-03-08,2013,65.0,73.0,right,medium,low,69.0,69.0,70.0,79.0
Aaron Mooy,2013-02-15,2013,65.0,73.0,right,medium,low,69.0,69.0,70.0,79.0
Aaron Mooy,2012-08-31,2012,63.0,71.0,right,medium,low,63.0,69.0,65.0,69.0
Aaron Mooy,2012-02-22,2012,61.0,73.0,right,medium,low,62.0,67.0,61.0,59.0
Aaron Mooy,2011-08-30,2011,61.0,73.0,right,medium,low,62.0,67.0,61.0,59.0
Aaron Mooy,2011-02-22,2011,60.0,67.0,right,medium,low,57.0,66.0,64.0,61.0
Aaron Mooy,2010-02-22,2010,60.0,67.0,right,medium,low,57.0,66.0,64.0,61.0
Aaron Mooy,2009-08-30,2009,60.0,67.0,right,medium,low,57.0,66.0,64.0,61.0
Aaron Mooy,2007-02-22,2007,60.0,67.0,right,medium,low,57.0,66.0,64.0,61.0
Aaron Muirhead,2014-09-18,2014,62.0,70.0,right,medium,high,46.0,58.0,48.0,55.0
Aaron Muirhead,2014-04-25,2014,62.0,70.0,right,medium,high,46.0,58.0,48.0,55.0
Aaron Muirhead,2014-04-04,2014,61.0,70.0,right,medium,high,46.0,58.0,48.0,55.0
Aaron Muirhead,2014-02-07,2014,61.0,70.0,right,medium,high,46.0,58.0,48.0,55.0
Aaron Muirhead,2014-01-17,2014,63.0,70.0,right,medium,high,46.0,58.0,48.0,55.0
Aaron Muirhead,2013-12-27,2013,63.0,70.0,right,medium,high,46.0,58.0,48.0,55.0
Aaron Muirhead,2013-09-20,2013,63.0,70.0,right,medium,medium,46.0,58.0,48.0,55.0
Aaron Muirhead,2007-02-22,2007,63.0,70.0,right,medium,medium,46.0,58.0,48.0,55.0
Aaron Niguez,2016-04-28,2016,70.0,71.0,left,medium,medium,75.0,64.0,76.0,67.0
Aaron Niguez,2016-04-14,2016,70.0,72.0,left,medium,medium,75.0,64.0,76.0,67.0
Aaron Niguez,2016-01-21,2016,70.0,72.0,left,medium,medium,75.0,64.0,76.0,67.0
Aaron Niguez,2015-12-17,2015,71.0,73.0,left,medium,medium,76.0,64.0,77.0,73.0
Aaron Niguez,2015-11-12,2015,71.0,73.0,left,medium,medium,76.0,64.0,77.0,73.0
Aaron Niguez,2015-11-06,2015,71.0,73.0,left,medium,medium,76.0,64.0,77.0,73.0
Aaron Niguez,2015-10-02,2015,71.0,74.0,left,medium,medium,76.0,64.0,77.0,73.0
Aaron Niguez,2015-09-25,2015,71.0,74.0,left,medium,medium,76.0,64.0,77.0,73.0
Aaron Niguez,2015-09-21,2015,70.0,73.0,left,medium,medium,76.0,64.0,77.0,73.0
Aaron Niguez,2015-03-06,2015,70.0,75.0,left,medium,medium,75.0,66.0,77.0,73.0
Aaron Niguez,2015-02-06,2015,70.0,75.0,left,medium,medium,75.0,63.0,76.0,73.0
Aaron Niguez,2014-09-18,2014,70.0,75.0,left,medium,medium,75.0,63.0,76.0,73.0
Aaron Niguez,2014-02-14,2014,69.0,74.0,left,medium,medium,75.0,62.0,76.0,72.0
Aaron Niguez,2013-12-20,2013,66.0,74.0,left,high,low,74.0,57.0,75.0,72.0
Aaron Niguez,2013-09-20,2013,66.0,73.0,left,high,low,74.0,57.0,75.0,72.0
Aaron Niguez,2013-03-22,2013,66.0,73.0,left,high,low,74.0,57.0,75.0,72.0
Aaron Niguez,2013-03-08,2013,67.0,73.0,left,high,low,74.0,57.0,75.0,72.0
Aaron Niguez,2013-02-15,2013,67.0,70.0,left,high,low,74.0,57.0,75.0,72.0
Aaron Niguez,2012-08-31,2012,64.0,74.0,left,high,medium,67.0,57.0,68.0,72.0
Aaron Niguez,2012-02-22,2012,65.0,74.0,left,high,medium,69.0,59.0,69.0,72.0
Aaron Niguez,2011-08-30,2011,66.0,74.0,left,high,medium,69.0,59.0,69.0,68.0
Aaron Niguez,2010-08-30,2010,67.0,79.0,left,high,medium,70.0,60.0,70.0,69.0
Aaron Niguez,2009-08-30,2009,62.0,83.0,left,high,medium,68.0,52.0,67.0,53.0
Aaron Niguez,2009-02-22,2009,60.0,83.0,left,high,medium,68.0,42.0,67.0,53.0
Aaron Niguez,2008-08-30,2008,59.0,83.0,left,high,medium,63.0,42.0,60.0,53.0
Aaron Niguez,2007-08-30,2007,59.0,83.0,left,high,medium,63.0,42.0,60.0,53.0
Aaron Niguez,2007-02-22,2007,59.0,83.0,left,high,medium,63.0,42.0,60.0,53.0
Aaron Ramsey,2016-03-10,2016,82.0,85.0,right,high,high,81.0,83.0,82.0,92.0
Aaron Ramsey,2016-03-03,2016,82.0,85.0,right,high,high,81.0,83.0,82.0,92.0
Aaron Ramsey,2016-02-18,2016,82.0,85.0,right,high,high,81.0,83.0,82.0,92.0
Aaron Ramsey,2016-01-28,2016,82.0,85.0,right,high,high,81.0,83.0,82.0,92.0
